,Unnamed: 0,»ç¿ëÀÚ¸í,´ñ±Û,ÇÑ±¹ÀÎ
3875,3875,Ria Mandasari,Rewatching this again and again. Its already 2020 almost 2021 and i just cant get over them. Still the best. Still unbeatable. Forever a blackjack.,0
3876,3876,Jinno Villagonza Qui?onez,"THE OT4 GIRLS, NOT UGLIEST WOMEN THAT I KNOW. 9 YEARS AGO 10 YEARS OLD PALANG AKO NITO ??",0
3877,3877,Sahiru Randunu,How the hello did sandara park felt like she could relate to this? She is a classic beauty masterpiece,0
3878,3878,micah,i miss you every day.,0
3879,3879,«Ï«ó«¼«ë,This song talks to me in some different level.,0
3880,3880,Lalruatdiki Fanai,I miss them ssoooo much????,0
3881,3881,Joana Lunnay,"Their songs hits differently, I badly want them back!!",0
3882,3882,Carl joseph Amora,"Im always waiting their MV in MYX COUNTDOWN in television every week ,no yt and other streaming platform ???? hardworks of blackjacks ??????",0
3883,3883,vrisrezi,memories ???? LOVE U 2NE1,0
3884,3884,sp1nrx,As a Sone I believe if 2NE1 were to regroup and Jessica would rejoin SNSD and both groups release on the same date the internet would melt down....,0
3885,3885,Jenevajen A.,This song really makes me smile after i cried. What a meaningful ?? too much meaning on their songs. It make sense ??? til now youre always be my Number1 kpop group ?,0
3886,3886,iheworld134,They r the true revolusioner kpop gg no matter how much teddy loves bp,0
3887,3887,Jidatnya haruto jilid7,"Secakep 2ne1 aja bilang i think i'm ugly
Apa kabar gue yang kaya ubi rambat ini ?_?",0
3888,3888,òçù¡ýÀ,Came back after Park Bom's comeback TT their songs never go out of style though :((( wish I had started listening to Korean music earlier :<,0
3889,3889,Nikolai Dominguez,"Pls come back, all of us the blackjacks are waiting for you????¢¼?¢¼?",0
3890,3890,ALM,They are astonishingly pretty. My queens ????,0
3891,3891,Isaaias love,Legend is still a legend #blackjacks #2NE1 go go go???come back,0
3892,3892,Ayu Hentami,"2NE1 is the only girl group who called them self ugly... so different, but i love it <3",0
3893,3893,The Abyss of Jin,"Girl saying ""you're beautiful"" to eachother (sometime) make me sick. Why do we need a reminder every goddamn 5 minutes???? I feel pathetic more often than not when someone call me beautiful. It has lost meaning since a long time ago.
Yet I don't feel ugly too. Sometime I don't find someone beautiful, that doesn't make me think they are ugly. I don't often call others beautiful because I don't want it to lost meaning yet for me.",0
3894,3894,Oksa Prayoga,"2021 will come soon, but the song is still be the one of the most iconics! ???? I miss them so bad ????",0
3895,3895,N¨ªLZA,WOW THANK YOU 2NE1 FIR WRITING A SONG FOR ME??,0
3896,3896,IamDellTV,Im here again i will be forever a blackjack,0
3897,3897,Bianca Nabil,i am still missing this queen,0
3898,3898,reydua,i relate to this so much i want to cry and yell this song at the top of my lungs,0
3899,3899,MMH Khin,Miss my high school life ?? grew up with 2ne1 songs ??,0
3900,3900,Mary Frans,"""i think i am ugly and nobody want to love me ""
really ? do you know how many  blackjack love u ??",0
3901,3901,Mina Sy,Here after watching Daesung's live performance of UGLY omg!!! This is GOLD ????,0
3902,3902,Merry got7,When I wanna listen to some real kpop I come here ???????¡Ï?????????????????????,0
3903,3903,WEE RUI EN STUDENT,2NE1 sing this song it because yg call them ugly but to me i say 2NE1 is not ugly they all are pretty,0
3904,3904,Ermawati Lase,Kangen 2NE1 ????,0
3905,3905,junkyu enthusiast,I suddenly miss my queens so I came to watch their mv????,0
3906,3906,Hsu Myat,"Don't lie to my face and my body  telling me pretty ??
Cause I know I'm ugly ??  
Love it.",0
3907,3907,Luna Clarke,This song age like fine wine,0
3908,3908,chunksloth,"YG threw away the greatest kpop group ever just because they thought Blackpink was prettier.
I love BP but 2NE1 deserves SOOO much better.",0
3909,3909,Chiaki Rin,God...I hate myself for not getting into KPOP sooner. Had I done so I'll have been a hard core VIP and Blackjack. But as a VIP I have hope because BIGBANG is still here but by the time I entered the KPOP community...these legends are gone. The people at school likes TWICE and Blackpink...I like Blackpink too but they have a long way to go to be as wonderful as 2ne1...the moment I listened to them I fell in love with their music. They're so cool omg...ahh I'm so sad now,0
3910,3910,Defph Clinch,i miss u guyss :((((((,0
3911,3911,V_X,COME BACK 2NE1 WE MISSED YOU????????,0
3912,3912,Boss Papi,"i closed my eyes while listening to this, imagining me in a 2NE1 concert.",0
3913,3913,Mikhail Lobo,This is the most aggressively early 2010s song I¡¯ve heard in a while and I¡¯m here for it,0
3914,3914,STAN LOONA,"come here because of loona members (jinsoul, chuu and choerry) covered this song and suddenly i miss 2ne1 so much",0
3915,3915,Lutfiah Amanda,i'm here because i miss them,0
3916,3916,TPORTRADE,"Absolute phenomenal work this is, it really stands out!",0
3917,3917,Matcha Spice,"I remember back then I was such a young fan of 2ne1 that I sang along to this song from the bottom to my lungs while the volume on my headphones was up high to the point my sister got annoyed 

I'll miss you 2ne1, the kpop queens  :'(",0
3918,3918,cedrik morales,No one can replace them ?,0
3919,3919,Sharifah Nur ain,i miss them??,0
3920,3920,Arina Me,I miss them so much the worst thing yg have done is disbanding them??,0
3921,3921,Reyyna,Back here because I miss 2NE1.,0
3922,3922,Ga Le,ya 2020 y me sigue emocionado como la primera vez que la escuche !!! blackjack latinos por siempre.,0
3923,3923,X Minutes Visual,Hapoy Birthday Dara! ?????????,0
3924,3924,chung2F5,"Them: ""I think I'm ugly""
Me: rolls eyes ""as if""

XD",0
3925,3925,yin yang,finally found the song of my life,0
3926,3926,yin yang,finally found the song of my life,0
3927,3927,zue han,This song should be use for a scene of True Beauty drama. I think this is really suitable with Im Ju-Kyung.,0
3928,3928,KIDS FUNTIMES,"So much respect to 2NE1, I love you guys ???",0
3929,3929,qwerty,"There are two reasons why I listen to this song: 1, its a bop, 2, so relatable",0
3930,3930,B Diyah Husnul Khotimah,I alwyas love 2ne1. Thnks 2ne1 you inspired all girls group in kpop worlds.,0
3931,3931,kang marielle,"crush: I think I'm ugly and nobody wants to love me...
me: hi, my name is nobody :)))))",0
3932,3932,Dana xox,"Don't worry, 2NE1. No-one and no group can replace you. Forever remembered as number 1.



*STOP COMPARING BLACKPINK AND 2NE1*",0
3933,3933,Gracie Behre,It's sad they made a song like this but I feel like this sometimes as well.  Beauty is in the eye of the beholder but in my opinion they are all gorgeous!  Wish they were still together.,0
3934,3934,Jennylene Dela Cruz,You are all beautiful and pretty!!! Don't listen to people around you who have nothing but an ugly Heart. I want to see 2NE1 to shine brightly again on the stage. I miss you 2ne1!!!!!,0
3935,3935,Bizahagirl20,I love their outfits.,0
3936,3936,F2026 ALIAH UZMA,"The moment when people called me UgLy, and i heard this song, I cried ??????",0
3937,3937,jp love,I'm feel ugly that no one want to love me.... I feel it,0
3938,3938,Dawn Valerie Sotomayor,"KPOP songs before has lot of lyrics and sentimental. :) 
Love you 2NE1 since 2009!!!!",0
3939,3939,Meryll Diola,This hits hard,0
3940,3940,ars hours,i miss the queens!!! *2NE1 is really one of the best groups ever ever ever!!!*,0
3941,3941,treasure¡¯s noona,"2NE1 was popular around the world by showcasing their talent. Internet is not widely used by then. I mean who can stream 24/7 in Youtube with slow internet connection+ slow browser + basic phones!! 3rd generation kpop groups are lucky coz everyone has smartphones, internet connection & a youtube account now. But it won¡¯t change the fact that 2NE1 is a legend, badass queens and has oozing stage presence whenever they perform! I miss these queens ?? ???????? #2NE1 #blackjack #Fourever",0
3942,3942,Arc Lasmarias,I miss them soooo much,0
3943,3943,kring kring,Theyre literally the girl version of bigbang??,0
3944,3944,Ocean Lily,"Me: I think I'm ugly-
Me interrupting me: shutup I'm the best",0
3945,3945,WalkWithK,My most favorite KPop song! ??  Such a bop and full of meaning!,0
3946,3946,Ha Njir,yeahhh come on 2ne1 love cooooooll,0
3947,3947,Aurea Muci?o,Miss 2NE1 so much??,0
3948,3948,Adrianne Mansing,"i did not came here for everything even quality, but quality of THEIR music.",0
3949,3949,Stacy Barrios,"*YG: Blackpink are like 2ne1 but pretty*

first off all blackpink are not one bit like 2ne1 so don't say that.

second 2ne1 are pretty.


Edit: I'm a blink and blackjack. I'm not trying to compare at all. both are very pretty but I think (don't come at me) blackpink is just like another asian person in looks but with there unique stlye. and 2NE1, they just made a whole new fashion level for themselves",0
3950,3950,none,im glad i encountered this song ????,0
3951,3951,Yzadalawatatlo,Still waiting for these girls they're all pretty and strong now..best group ever...,0
3952,3952,multifan lily,im crying-,0
3953,3953,"Ricalde, Ella Marie S.",i'm still waiting for their comeback :<<,0
3954,3954,Yellowkie is my name,"2ne1 are REAL ,other groups would act cute and girly stuff while 2ne1 would make  songs with realistic lyrics",0
3955,3955,Rechell Manalili,one of my fave song,0
3956,3956,Pus Pus,the have slaying style using face mask even before the pandemic. i miss them..,0
3957,3957,w me,omg i miss them..,0
3958,3958,Annie Campbell J.,im getting these vibes from blackpinks new mv :(( i truly miss 2ne1,0
3959,3959,Treasure Goddess,ONLY REAL QUEENS CAN SLAY THIS KIND OF CONCEPT!,0
3960,3960,its_rence _ocampo,If you are listening to this music this 2020 you're a legendary kpop fan saranghaeyo??????,0
3961,3961,Elvira Midinova,"2ne1 songggs my soul,I lovee all of them songs??????",0
3962,3962,Ar iiee,Damn this is so relatable,0
3963,3963,Kristal,"I cry. This song is very touching. I think im ugly. I wanna be pretty. Dont lie in my face. Coz i know im ugly. This gg breaks all the stereotypes of kpop. Some say one of them is untalented, one is plastic, the other one is not so thin like other gg and the last one is not that pretty. But for me each one fills the the need of each other they complements and make the group complete and beautiful. ??",0
3964,3964,Rikesh Stha,"After watching pretty savage, i m here.",0
3965,3965,Dunia Kpopers,miss you 2NE1,0
3966,3966,Dame Rose Rosalita,We hope and pray for comeback????????,0
3967,3967,Athena gameplayz,in this MV they are pretty,0
3968,3968,azaleaxxi 17,Blackjacks maybe quite nowadays but just give this girls 1 day or ever 5mins impromptu performance and im sure the world will have a massive breakout. Just wait for their comeback. ??????,0
3969,3969,blurred leechan,i miss them so effing much,0
3970,3970,Mara Mtz,UGLY is my song you know? Because it really helps me during hard times,0
3971,3971,Royal 2ne1,The best girl group ever ??,0
3972,3972,Minobi jinbob,"No one's ugly (visual wise) in this group. Not their music, not their performances or even their unprecedented success in the kpop industry. When you say legend girl group there is only 2ne1 nonetheless. No one can beat them in all aspect! They are irreplaceable! Close to perfection! Truly queens! Forever 2ne1!",0
3973,3973,im im,"the best ¡°group¡± ever in kpop scene, not ¡®girl group¡¯",0
3974,3974,JisooTurtle_ Rabbitkim,"yg: 2ne1 is ugly
2ne1: GOOD I WAS TRYING TO LOOK LIKE YOU",0
3975,3975,Chris Grey,Minzy is my Fav.,0
3976,3976,noneed2noandc,Came from the new video of BP and got the UGLY feels,0
3977,3977,Millie Bella,"The fact that YG calling em often ugly, and they did this song, in your face YG! This gorgeous ladies are beyond tallented and beautiful, and a men like you never understand their strenght!",0
3978,3978,Erika Fari?a,I wish next year 2ne1 will come back..... Bcoz they disband bcoz of the covid,0
3979,3979,Mariella Empuesto,This song never gets old,0
3980,3980,¬£¬Ñ¬Ý¬Ö¬â¬Ú¬ñ ¬¬¬à¬Ý¬à¬Ò¬Ñ¬Ö¬Ó¬Ñ,¬¬¬Ñ¬Ü ¬Ô¬â¬å¬ã¬ä¬ß¬à ??,0
3981,3981,Sarah Mai,Wow the goosebumps I got throughout the song ???? miss them,0
3982,3982,My KING ASTRO,QUEEN 2NE1 IS THE BEST,0
3983,3983,Wendy Zhou,I love this song sm I listened to it and it really hits,0
3984,3984,HELEN SWORD,"I can't find any song like this, this is a limited soundtrack.",0
3985,3985,miki leas,This song got me through some bad tiiiiimes,0
3986,3986,Pastel,They are so beautiful.,0
3987,3987,Katerina petrova,"These are the songs that reminds me why I loved 2ne1 so much...
If Yg is seeing this then I wanna say ""F*** u"" cz 2ne1 was so much than an ordinary girl group for me and you went ahead and disbanded them anyway...I thought I am over this but i don't think I can..EVER.
I just don't know how to be okay with them not being together...",0
3988,3988,Asilah Zakaria,I really miss 2nei soo much ??,0
3989,3989,Meybell Ventura,Tenia 17 a?itos cuando iba a la secundaria con mis audifonos escuchando 2Ne1 a todo meter... Ser BackJack es uno de mis mejores recuerdos de la adolescencia,0
3990,3990,jo sephine,it's year twenty-2ne1 yet this legendary 2ne1 isn't here.. :(,0
3991,3991,Bri K,"They made music, not just k-pop. Artists.",0
3992,3992,chorvagee,This is the song that turned me into a Blackjack.,0
3993,3993,Veta Kudryavtseva,why do you feel ugly? who are you? ^_6 i just want jonghyun back ^_^,0
3994,3994,Junkyu Winie,Miss you guys :'),0
3995,3995,Luinny Dalmolin,I miss 2ne1 so much...,0
3996,3996,kweenyuri,omg someone finally made a song about me,0
3997,3997,Rae Garcia,"Can we all just take the time to appreciate how a song talking about being/feeling ugly has a corresponding music video that has the protagonist(s) wearing flawless makeup & dope outfits and that doesn't change throughout the video; contrasting other songs of the same or similar subject matter but the protagonist is wearing plain clothes, no makeup & glasses and suddenly, when they're put in better clothes & slap on the eyeliner, and take off their glasses, they're hot and desirable and no feel longer ""ugly"". As a long-time Blackjack & glasses wearer, I very much appreciate the fact that these girls still talk about feeling ugly when they're all done up and not trivializing ugliness with clothes or makeup or glasses. Nice reminder that hot people feel ugly sometimes too.",0
3998,3998,taehyung kim,i miss my girls. :((,0
3999,3999,Wigglie_MeoZ,202NE1 and I'm still digging their outfit! This and Lonely style  are so Good and unique. Lonely outfit though are too pricey. LOL,0
4000,4000,V3,sooo miss them:(( please back again:((,0
4001,4001,sara DJZ,"I just watched the clip where cl said that  yg called them ""ugly"" (i'm sorry you have no taste ) in front of all the staff and they got frustrated but the  thing is that they were laughing so hard and that's what maked me really sad, queens if people don't know your  true beauty we blackjacks do. all my love.                From blackjack to his queens??",0
4002,4002,Emptys 19,Only 2ne1 own this vibe . Their voice are diff if you compare to other gg . This why 2ne1 is diff . They're unique,0
4003,4003,st nurasyah,Miss you quenn????,0
4004,4004,Muhammad Hafiz,really miss them so much ????,0
4005,4005,Kend'y Manzanare's,Todas las canciones de este grupo son geniales y con mucho arte <3,0
4006,4006,PinkDagger,"Who¡¯s excited for cl¡¯s comeback soon?

?????¡Ï?",0
4007,4007,Legendsinger KimGwangJin,1:16,0
4008,4008,The Vibe Guide,Love at 1st listen!,0
4009,4009,Ovik6280,Never disappoint! I hope they take the #1 in Billboard Hot 100!,0
4010,4010,The yos Music,"In fact , I love it???. That's what I wanna say
I couldn't stop this song??. RUN",0
4011,4011,Bob Pritham,"Twenty one pilots,
Coldplay,
Imagine dragons,
One republic are putting new music at the same time. I can't ask for more.",0
4012,4012,hen ko,"Let's Be Honest , One Republic Songs never disappoint Us",0
4013,4013,Krishna,"Congratulations to those who were here before this songs hits 5 million. 
 
 Soon this song will hit billions!! 
Best wishes 'one republic '",0
4014,4014,Tamino Zimmer,"My battery: 1%
My ears: hear this song
My eyes: watch this great video
My body: dances and feels the beat
My battery: I¢¥ll wait",0
4015,4015,Uday Parikh,We live in a world where these masterpieces remain underrated!,0
4016,4016,Lizemia,The directors voice you hear when you wear headphones scared me so much the first time I heard this song??. I really thought there was a man standing next to my while I was home alone??,0
4017,4017,S?ries & Letras,I¡¯m addicted for this song ?????? 05/07/21,0
4018,4018,SuShiL Ranakoti,One Republic..... Proving quality music still exist in 2021 on this planet ??,0
4019,4019,phantom pacer 45,No-one acknowledging Ryan Tedder's amazing dancing and acting? Grew up with this music and it still hits just the same way,0
4020,4020,Alessandro x,"I've never heard a bad song from onerepublic, simply AMAZING",0
4021,4021,Zack Collector,IMPORTANT: Fans of OneRepublic request this song from radio stations in the United States so that the song reaches the Billboard Hot 100??,0
4022,4022,??????? 91,"Let's Be Honest , One Republic Songs never disappoint Us",0
4023,4023,Carla Masiello,"Coldplay : When you get what you want but not what you need
One Republic : didn't get what i wanted but i got what i need",0
4024,4024,Aivanos Gg,This will be one of the great songs that you come back to listen after years with nostalgia,0
4025,4025,EVIL_X Simon,This song deserves more than 100 million views ??????,0
4026,4026,Dhanush Hande,"Director : what you wanna do in the MV?
Ryan: Run run run",0
4027,4027,Minh Anh,This is so good??,0
4028,4028,Dhanush R,Waiting for billion views????.who are waiting along with me?,0
4029,4029,Sourabh,"Whenever one republic releases new song, you just know that you already gonna love it ??",0
4030,4030,Denisa Pila?ov?,Why is nobody talking about the smile in 1:39? ??,0
4031,4031,Itz Zzzlaura,"Loved all your songs from ""apologize"" to ""run"". I mean ALL.",0
4032,4032,??????? 91,Imagine how many international fans are waiting for this premiere,0
4033,4033,Lil_b@ka*^,I searched the run meme but when this song popped out i clicked on it,0
4034,4034,fouoii gyhh,We knew all the things he could do and now he can do different roles too?! You're the most beautiful and talented person Ryan ??,0
4035,4035,Surya H R,We knew all the things he could do and now he can do different roles too?! You're the most beautiful and talented person Ryan ??,0
4036,4036,Ridhma Hansaka,Ryan Tedder never disappoints me ??,0
4037,4037,S?ries & Letras,1 Million of views ??????,0
4038,4038,zijuiy wttuy,Director : what you wanna do in the MV? Ryan: Run run run,0
4039,4039,Ask to seduce Miss,This will be one of the great songs that you come back to listen after years with nostalgia,0
4040,4040,Alfonz Beltran,does anyone else feel that this track has to be longer??,0
4041,4041,MatchAttaxSammler01,This band HAS to get a Halftime Show at the Superbowl...,0
4042,4042,Raj Dhanavade,"2013:- take that money, watch it burn
Sink in the river the lessons I've learned.....
 2021:- learned my lesson, count my blessings
Look to the rising sun",0
4043,4043,Raymond Dwipa,"I made a turtle listen to this song. And now it's RUNning
 ????????",0
4044,4044,Unsere Natur -Wildlife,3Million views on this song.????,0
4045,4045,Ronja,This is going to be in Germany's Charts I swear,0
4046,4046,AuraLyrics,this made my day ??,0
4047,4047,Ruben Pronk,"I don't know why but this song just makes me emotional, such a great one.  All love from the Netherlands X ¢¾?",0
4048,4048,Krop . ka,"Love from Poland ??????????
Awesome song!",0
4049,4049,ali hammoud,I love how creative the video is they don¡¯t have to use like an expensive budget for the video just find what you see And have and be creative with it and the song is amazing,0
4050,4050,Sudeepa Pilapitiya,"Holy cow, this is so good tht i think in 1 years time this comment might have more likes than most music videos.( that whistle though)",0
4051,4051,Abenezer Seifu,"Avicii speaks to my ears
Twenty one pilots speak to my head
Imagine dragons speak to my body
Coldplay speaks to my heart
OneRepublic speaks to my soul",0
4052,4052,Yuri Souza,Os anos se passam e esses caras continuam sendo FODAS,0
4053,4053,Abu Darda JZS,Real One Republic fans will never say this music channel is underrated.How amazing this music is!,0
4054,4054,RKF 123,"Despu?s de leer la letra en espa?ol, confirmo mi idea de One Republic nunca puede decepcionar.",0
4055,4055,eonnmi7,love from Malaysia????  ughhh so in love with this group,0
4056,4056,Amanda J,Ryan's voice and dancing is therapeutic to me??,0
4057,4057,Biswanath Nayak,The most underrated music band,0
4058,4058,maniekslaw,When I don't feel like doing anything I put this song on and ... I want everything,0
4059,4059,TJ Trapz,"This song actually slaps ??

One republic never disappoints ?",0
4060,4060,IDontKnow0104,Doesnt matter what genre of music you usually listen to. You will never dislike one republic.,0
4061,4061,Adiel Sanchez,"This is art, it's need more views ??",0
4062,4062,zknsg,I'm sure one day 1 billion of views will come for this masterpiece,0
4063,4063,lhopezs,"I don't have words to describe it, but it's the best song of 2021 ?",0
4064,4064,Biswanath Nayak,This song deserves more than 2 billion views.,0
4065,4065,Tuan Si Nyo,"As a distance runner, I am very proud of this song ¢¾??",0
4066,4066,Alvi Syahrina,playing this song on the loop,0
4067,4067,Carlos Gallegos,When i feel sad i listen to One Republic songs and then i feel like i'm on top of the world ??,0
4068,4068,Alfio12 Conti,One Republic's fun should share this song literally EVERYWHERE. This song must reach more views!! They deserve more fam!!,0
4069,4069,Lame Mmereki,"If you are still listening to One Republic and even their old songs like Apologize, you have amazing music taste",0
4070,4070,Jonnny Ren,"Ohmy OneRepublic never fails to deliver.

Since high school with Secrets and All This Time. Just beyond me in how good these guys are.",0
4071,4071,Fay Sy,"One Republic
Imagine Dragons 
Katy Perry 
Twenty One Pilots 

The new music SLAYS!!!",0
4072,4072,Raquel Quel,SOCORRO!! O ONEREPUBLIC N?O TEM NENHUMA M?SICA RUIM! HINOOOO!,0
4073,4073,Mohamed 31,One republic new single = new masterpiece ??,0
4074,4074,Utkarsh Sharma,"Imagine dragons, OneRepublic, Twenty One Pilots and even Coldplay all giving new music at the same time????????",0
4075,4075,Jimmy Nahine,Ryan really never disappoints! My new fav song now. Powerful message. ??,0
4076,4076,BS,Last part is almost like a call back to Counting Stars!,0
4077,4077,Jerry Chen,"The innate barber premenstrually preach because weight postauricularly bake of a organic bandana. spectacular, organic paperback",0
4078,4078,Malice Skies,"I really needed to hear this ?????? 
Yeah, one day The Sky Might Fall",0
4079,4079,Bas,Can we take a moment to appreciate Ryan's acting?,0
4080,4080,First Date,I feel so sad for the people who only know OneRepublic by Apologize and Counting Stars. They deserve so much more!!!,0
4081,4081,Allie,"all it took was the first 2 seconds and I thought ""Yup, they did it again. This is gonna be a BOP""",0
4082,4082,Morgan Patrick,I love listening to one republic,0
4083,4083,Jay Arrow,"Learn my lesson 
Count my blessings 
Lit??",0
4084,4084,Ramona Bergling,"OneRepublic, Imagine Dragons, Coldplay and The Script are gold ??????",0
4085,4085,miko foin,SOCORRO!! O ONEREPUBLIC N?O TEM NENHUMA M?SICA RUIM! HINOOOO!,0
4086,4086,Mill?n S?nchez Renata,"Hace mucho que no escuchaba a One Republic... y debo decir que, a?oraba su m?sica. ¢®Gracias!",0
4087,4087,Paula Spindler,This song deserve so much more... GO AND STREAM THAT DAMN SONG AS MUCH AS YOU CAN!!! This has to be on top of the charts!!! ????????,0
4088,4088,Krop . ka,Onerepublic is my favourite band ??,0
4089,4089,TadeVlogs,One Hit,0
4090,4090,Keith Delgado,That whistle sound is stuck in my mind.. just brilliant!,0
4091,4091,paola cavallini,"Bella canzone ??, bel video, OneRepublic ??, from Italy ????",0
4092,4092,Sheila Golez,The whistling at the intro already got me ?? I love the vibe of this song ????,0
4093,4093,Aya Rose Trapago,"okay but it's a bop, one republic never dissappoint me.",0
4094,4094,elektronix,You know how everyone says they miss 2012 songs? These guys never lost that magic.,0
4095,4095,Ethaar Hmaied,The views are really unfair ???? The song is outstanding,0
4096,4096,aicha gaye,Depuis 2 jours j¡¯?coute non stop the best song for this year for me ????????,0
4097,4097,?M?tsuLPS?,This song is amazing! Excellent! Wonderful! ? I'm totally in love with this piece! ??,0
4098,4098,Amiel Tristan Castro,The first band i loved first. One Republic since Apologize! <3,0
4099,4099,ÑÑà»ßæMr. King,I am in a desperate need of a OneRepublic + ImaginDragon + Coldplay collab,0
4100,4100,vanish cream,"OneRepublic : Run 
Coldplay : higher power 
Imagine dragons: cutthroat 

*_This is the best week ever_*",0
4101,4101,Danial Khan,Coming here from spotify. Love it??,0
4102,4102,Jung Melanie,Ahh! Hace bastante tiempo que no escuchaba OneRepublic. Me encanta ¢¾?,0
4103,4103,¥ÄL¥ÒX ??? ???,Music teaches us the most important thing that exists: listening.,0
4104,4104,buloz,"I don't know why OneRepublic doesn't show up on the dictionary when you look for the word ""talent"", because they are literally the definition of talent.",0
4105,4105,Bryan Rivera,"I love this band since day one! I still remembered their concert in MTV Evolution!! Their so good live, vocal King! That concert was pretty epic! ??",0
4106,4106,STILL,One is stuck playing the impassioned protagonist in one¡¯s Subjective Narrative of Self??,0
4107,4107,Manfri's,it never gets tiring! just listened 4 times on a row ! !,0
4108,4108,Ravi Nagrecha,He was running so fast. OMG,0
4109,4109,The Architect,"So excited for the new Album ""Human"". can't wait. ----Drop ASAP",0
4110,4110,Wasim Haidar,Melodious and different as always????. OneRepublic always makes us fall in love with their music. ????Ryan you are the best...??,0
4111,4111,Gabriel Machado,I can not stop hearing this masterpiece,0
4112,4112,Paperclip,This song feels like I've known it forever. YES ONE REPBULIC,0
4113,4113,Ghostin,These guys really do deserve a lot more recognition their song just sound so amazing.,0
4114,4114,Carla Mollica,this song is a *vibe*,0
4115,4115,Rachel S,Another brilliant song by OneRepublic. They are my favorite non Christian Group. The video is awesome. Cannot wait until their new album. Just downloaded the song on my iTunes.,0
4116,4116,Nitin K,"[Verse 1]
When I was a young boy living in the city
All I did was run, run, run, run, run
Staring at the lights, they look so pretty
Momma said ""Son, son, son, son, son
You're gonna grow up, you're gonna get old
All that glitters don't turn to gold
But until then just have your fun
Boy, run, run, run, run, run""

[Refrain]
Yeah, run, run, run
Run, run, run

[Verse 2]
When I was a young kid living in the city
All I did was pay, pay, pay, pay, pay
And every single dime that good Lord gave me
I could make it last three, four, five days
Living it up but living down low
Chasing that luck before I get old
And looking back, oh, we had some fun
Boy, run, run, run, run, run

[Chorus]
They tell you that the sky might fall
They'll say that you might lose it all
So I run until I hit that wall
Yeah, I learned my lesson, count my blessings
Look to the rising sun and run, run, run
Yeah, one day, well, the sky might fall
Y¬Öah, one day I could lose it all
So I run until I hit that wall
If I learn¬Öd one lesson, count your blessings
Look to the rising sun and run, run, run

[Refrain]
Run, run, run

[Verse 3]
Didn't get everything that I wanted
But I got what I need, yeah yeah
I see that light in the morning
Shining down on me
So take me up high, take me down low
Where it all ends nobody knows
But until then let's have some fun
Yeah, run, run, run, run, run

[Chorus]
They tell you that the sky might fall
They'll say that you might lose it all
So I run until I hit that wall
Yeah, I learned my lesson, count my blessings
Look to the rising sun and run, run, run
Yeah, one day well the sky might fall
Yeah, one day I could lose it all
So I run until I hit that wall
If I learned one lesson, count your blessings
Look to the rising sun and run, run, run

[Refrain]
Run, run, run
Yeah, run, run, run

[Outro]
Yeah, I learned my lesson, count my blessings
Look to the rising sun
Yeah, I learned my lesson, count my blessings
Look to the rising sun
If I learned one lesson, count your blessings
Look to the rising sun, yeah, run, run, run",0
4117,4117,Ghostin,This song came out during Ramadan and I wanted to listen to it so bad the wait was so worth it!,0
4118,4118,FragilexDesires,You just know a song is going to be good when you start smiling in the first few seconds,0
4119,4119,¬¬¬Ñ¬ä¬Ö¬â¬Ú¬ß¬Ñ ¬³¬Ö¬Þ¬å¬ç¬Ú¬ß¬Ñ,"I feel Avicii's vibes. R.I.P. Legend, you still inspire us",0
4120,4120,Elian Mustafa,My new song of the week.,0
4121,4121,Sunnie,OneRepublic there is no bad music ???????,0
4122,4122,Mill?n S?nchez Renata,Ese s?lbido es tan pegajoso. No lo quito de mi mente en todo el d?a xd,0
4123,4123,Ya?mur Y©¥ld©¥z,Why are all the clips of this band so good? ?????? 10.05.2021,0
4124,4124,Sarah West,Instant classic!??,0
4125,4125,Brendan Schwatten,My all time favorite band since highschool ??,0
4126,4126,Nik G,"When you buy it on ITunes before even listening to it, because you just know it¡¯s going to be awesome. Didn¡¯t disappoint ??",0
4127,4127,Aiman Zulkifli,I was a fan before but after listening this masterpiece right now I am a whole air-conditioner,0
4128,4128,Sun Flower,Anyone can easily get addicted of this song like me!!!????,0
4129,4129,BODING MUSIC,This song is simply amazing! Coming from a music producer I can totally say that the production is top-quality! This will get stuck in my head for a long time! ??,0
4130,4130,Loidbanks Says,What a beautiful song ????,0
4131,4131,S,"My new favorite ¢¾?¢¾?¢¾?They tell you that the sky might fall
They'll say that you might lose it all
So I run until I hit that wall!!!! RUN RUN",0
4132,4132,Maheshwar,The undercover king of pop is back.,0
4133,4133,Thu Htet Tun,Imagine Dragons and OneRepublic make the best things for years ??,0
4134,4134,peace taker,OneRepublic have that 1st hit give us. A lot of joy ??????,0
4135,4135,Big tiddies mommy vampire,One republic never disappoint their fans. Big fan one republic,0
4136,4136,Simon Says,this song is too awesome to be this short,0
4137,4137,Quando estiver Lendo os coment?rios vou estar l?,when it comes to one republic and imagine dragons is another level ??????????????????????????,0
4138,4138,WoahIts_Adi,bro 2 minutes and 52 seconds is just ain't enough,0
4139,4139,Eddie Blanco,One Republic has the best feel good music EVER!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!,0
4140,4140,Josh Spicer,"""Alright how many people wanna pay me to put their products in a music video?""",0
4141,4141,Maria Rinta-Rahko,This song is amazing and so catchy.,0
